Sample_ID,Year,Venue,Stratum,Stratum_Population_Size,Stratum_Sample_Size,Inclusion_Probability,Weight,Sampled_Keyword,All_Keywords_Matched,Total_Matches_In_Paper,File_Path,Label,Notes,Reviewer
S0168,2024,iclr,2024-iclr,370,75,0.20270270270270271,4.933333333333334,gpt4,gpt4,15,iclr_2024/ICLR2024_spotlight,,,
S0169,2024,iclr,2024-iclr,370,75,0.20270270270270271,4.933333333333334,gpt35turbo,gpt35turbo,1,iclr_2024/ICLR2024_spotlight,,,
S0170,2024,iclr,2024-iclr,370,75,0.20270270270270271,4.933333333333334,gpt4,gpt4,1,iclr_2024/ICLR2024_spotlight,,,
S0171,2024,iclr,2024-iclr,370,75,0.20270270270270271,4.933333333333334,gpt35turbo,"gpt35turbo0613, gpt35turbo, gpt4, gpt40613",74,iclr_2024/ICLR2024_spotlight,,,
S0172,2024,iclr,2024-iclr,370,75,0.20270270270270271,4.933333333333334,gpt4,gpt4,43,iclr_2024/ICLR2024_spotlight,,,
S0173,2024,iclr,2024-iclr,370,75,0.20270270270270271,4.933333333333334,gpt4,gpt4,3,iclr_2024/ICLR2024_spotlight,,,
S0174,2024,iclr,2024-iclr,370,75,0.20270270270270271,4.933333333333334,gpt40314,"gpt40314, gpt4",8,iclr_2024/ICLR2024_spotlight,,,
S0175,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt41106preview,"gpt41106preview, gpt4",10,icml_2024/ICML_2024_A,,,
S0176,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,"gpt35turbo, gpt4",8,icml_2024/ICML_2024_Algorithm,,,
S0177,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4turbo,"gpt4turbo, gpt35turbo, gpt4, gpt40613",22,icml_2024/ICML_2024_An,,,
S0178,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,davinci002,"davinci002, textdavinci002, textbison, gpt4",103,icml_2024/ICML_2024_Assessing,,,
S0179,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt35turbo,"gpt35turbo, gpt4",8,icml_2024/ICML_2024_Audio,,,
S0180,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,textembeddingada002,textembeddingada002,2,icml_2024/ICML_2024_Benchmarking,,,
S0181,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,5,icml_2024/ICML_2024_BetterV,,,
S0182,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,1,icml_2024/ICML_2024_CLLMs,,,
S0183,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,"gpt35turbo, gpt4",71,icml_2024/ICML_2024_Coarse,,,
S0184,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,"gpt4, gpt40613",7,icml_2024/ICML_2024_CompeteAI,,,
S0185,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,1,icml_2024/ICML_2024_Creative,,,
S0186,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,"gpt35turbo, gpt4",64,icml_2024/ICML_2024_Curated,,,
S0187,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,"gpt4, gpt40613",35,icml_2024/ICML_2024_DS,,,
S0188,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,1,icml_2024/ICML_2024_Discovering,,,
S0189,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,18,icml_2024/ICML_2024_DistiLLM,,,
S0190,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,1,icml_2024/ICML_2024_Diving,,,
S0191,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,45,icml_2024/ICML_2024_Do,,,
S0192,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,7,icml_2024/ICML_2024_Exploiting,,,
S0193,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt35turbo,gpt35turbo,7,icml_2024/ICML_2024_Fool,,,
S0194,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4turbo,"gpt41106preview, gpt35turbo1106, gpt4turbo, gpt35turbo, gpt4, gpt41106visionpreview",19,icml_2024/ICML_2024_GPTSwarm,,,
S0195,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,davinci002,"babbage002, davinci002",2,icml_2024/ICML_2024_GistScore,,,
S0196,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,"gpt4, gpt40613",46,icml_2024/ICML_2024_HarmBench,,,
S0197,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt35turbo1106,"gpt41106preview, gpt35turbo1106, claude21, gpt4turbo, gpt4",77,icml_2024/ICML_2024_How,,,
S0198,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt35turbo,"gpt35turbo, gpt4",2,icml_2024/ICML_2024_Image,,,
S0199,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4turbo,gpt4turbo,1,icml_2024/ICML_2024_Improving,,,
S0200,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,"claude12, claude21, gpt4",9,icml_2024/ICML_2024_In,,,
S0201,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt35turbo0613,"gpt35turbo0613, claude21, gpt4turbo, gpt35turbo, gpt4, gpt40613",87,icml_2024/ICML_2024_In,,,
S0202,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,2,icml_2024/ICML_2024_InferCept,,,
S0203,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt35turbo,gpt35turbo,2,icml_2024/ICML_2024_InstructSpeech,,,
S0204,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,37,icml_2024/ICML_2024_InterpreTabNet,,,
S0205,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,1,icml_2024/ICML_2024_Jetfire,,,
S0206,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4turbopreview,"gpt4turbopreview, gpt4",6,icml_2024/ICML_2024_LLM,,,
S0207,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,"gpt35turbo, gpt4",2,icml_2024/ICML_2024_LLaGA,,,
S0208,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,1,icml_2024/ICML_2024_Language,,,
S0209,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,"gpt35turbo1106, gpt4turbo, gpt35turbo, gpt4",72,icml_2024/ICML_2024_Language,,,
S0210,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt35turbo0613,"gpt35turbo0613, gpt4",2,icml_2024/ICML_2024_Large,,,
S0211,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4o,"gpt4o, gpt4",30,icml_2024/ICML_2024_MMT,,,
S0212,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt35turbo,"gpt35turbo, gpt4",2,icml_2024/ICML_2024_Neighboring,,,
S0213,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,1,icml_2024/ICML_2024_Online,,,
S0214,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,1,icml_2024/ICML_2024_OpenMoE,,,
S0215,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,4,icml_2024/ICML_2024_OptiMUS,,,
S0216,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,claude21,claude21,7,icml_2024/ICML_2024_PARDEN,,,
S0217,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt35turbo,"davinci002, gpt35turbo",5,icml_2024/ICML_2024_Position,,,
S0218,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,1,icml_2024/ICML_2024_Position,,,
S0219,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,1,icml_2024/ICML_2024_Position,,,
S0220,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,textembedding3large,"claude21, gpt4turbo, gpt4, textembedding3large",16,icml_2024/ICML_2024_Position,,,
S0221,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4turbo,"gpt4o, gpt4turbo, gpt35turbo, gpt4",12,icml_2024/ICML_2024_Position,,,
S0222,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,1,icml_2024/ICML_2024_Position,,,
S0223,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,"gpt35turbo, gpt4",4,icml_2024/ICML_2024_Position,,,
S0224,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt35turbo1106,gpt35turbo1106,2,icml_2024/ICML_2024_Position,,,
S0225,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,2,icml_2024/ICML_2024_QUEST,,,
S0226,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt35turbo,"gpt4turbo, gpt35turbo, gpt4",11,icml_2024/ICML_2024_ReMax,,,
S0227,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt35turbo0613,"gpt35turbo0613, gpt4",2,icml_2024/ICML_2024_Repoformer,,,
S0228,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,1,icml_2024/ICML_2024_S2IP,,,
S0229,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,dalle3,dalle3,1,icml_2024/ICML_2024_Scaling,,,
S0230,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt35turbo,"gpt4turbo, gpt35turbo, gpt4",39,icml_2024/ICML_2024_SciBench,,,
S0231,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,"gpt35turbo, gpt4",37,icml_2024/ICML_2024_Self,,,
S0232,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,"gpt41106preview, gpt4turbo, gpt4, textembeddingada002, gpt40613",7,icml_2024/ICML_2024_Skill,,,
S0233,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,3,icml_2024/ICML_2024_SqueezeLLM,,,
S0234,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,5,icml_2024/ICML_2024_The,,,
S0235,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt40613,"gpt4, gpt40613",11,icml_2024/ICML_2024_The,,,
S0236,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt35turbo0301,gpt35turbo0301,2,icml_2024/ICML_2024_Towards,,,
S0237,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,35,icml_2024/ICML_2024_Towards,,,
S0238,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,8,icml_2024/ICML_2024_TroVE,,,
S0239,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,1,icml_2024/ICML_2024_Understanding,,,
S0240,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,1,icml_2024/ICML_2024_UniCorn,,,
S0241,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,"gpt35turbo0301, gpt35turbo, gpt4",9,icml_2024/ICML_2024_Use,,,
S0242,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,2,icml_2024/ICML_2024_VoroNav,,,
S0243,2024,icml,2024-icml,340,69,0.20294117647058824,4.927536231884058,gpt4,gpt4,46,icml_2024/ICML_2024_eCeLLM,,,
S0244,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4o,gpt4o,1,neurips_2024/NeurIPS_2024_0302fb83c62991efbccf0a003e4f5a92,,,
S0245,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,"gpt4o, gpt4",47,neurips_2024/NeurIPS_2024_0356216f73660e15670510f5e42b5fa6,,,
S0246,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt35turbo,"gpt4turbo, gpt35turbo, gpt4",18,neurips_2024/NeurIPS_2024_040c816286b3844fd78f2124eec75f2e,,,
S0247,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,3,neurips_2024/NeurIPS_2024_06a52a54c8ee03cd86771136bc91eb1f,,,
S0248,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt35turboinstruct,"gpt35turboinstruct, gpt4turbo, gpt4",28,neurips_2024/NeurIPS_2024_088d99765bc121c6df215da7d45bc4e9,,,
S0249,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt35turbo,"textdavinci002, gpt35turbo, gpt4",27,neurips_2024/NeurIPS_2024_0b8705a611ed1ce19cdb759031078705,,,
S0250,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,textembeddingada002,"gpt4, textembeddingada002",19,neurips_2024/NeurIPS_2024_0d99a8c048befb6dd6e17d7684adacac,,,
S0251,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,6,neurips_2024/NeurIPS_2024_0e5b96f97c1813bb75f6c28532c2ecc7,,,
S0252,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4omini20240718,"gpt4o, gpt4turbo, gpt4, gpt4omini20240718",22,neurips_2024/NeurIPS_2024_0ef1afa0daa888d695dcd5e9513bafa3,,,
S0253,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,2,neurips_2024/NeurIPS_2024_10c456d2160517581a234dfde15a7505,,,
S0254,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt40613,"gpt4, gpt40613",4,neurips_2024/NeurIPS_2024_16c628ab12dc4caca8e7712affa6c767,,,
S0255,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt35turbo0125,"gpt4, gpt35turbo0125, gpt4turbo20240409",28,neurips_2024/NeurIPS_2024_1b57aaddf85ab01a2445a79c9edc1f4b,,,
S0256,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt35turboinstruct,"gpt35turboinstruct, gpt35turbo0613, gpt35turbo16k0613, gpt4",62,neurips_2024/NeurIPS_2024_1cb57fcf7ff3f6d37eebae5becc9ea6d,,,
S0257,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt40613,"gpt40314, gpt35turbo0613, claude13, claudeinstant11, claude20, gpt4, gpt40613",14,neurips_2024/NeurIPS_2024_1cded4f97cf5f01a284c574110b7e3b9,,,
S0258,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,3,neurips_2024/NeurIPS_2024_1dd8ea647d80e38b3702cf01a0855bed,,,
S0259,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,2,neurips_2024/NeurIPS_2024_1f6af963e891e7efa229c24a1607fa7f,,,
S0260,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4turbo,"gpt4turbo, gpt4",4,neurips_2024/NeurIPS_2024_20dcab0f14046a5c6b02b61da9f13229,,,
S0261,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt35turbo,"gpt35turbo, gpt4, gpt40613",50,neurips_2024/NeurIPS_2024_2318d75a06437eaa257737a5cf3ab83c,,,
S0262,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4o,gpt4o,1,neurips_2024/NeurIPS_2024_24f7b98aef14fcd68acf3c941af1b59e,,,
S0263,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,1,neurips_2024/NeurIPS_2024_27571b74d6cd650b8eb6cf1837953ae8,,,
S0264,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4omini,gpt4omini,1,neurips_2024/NeurIPS_2024_28236482f64a72eec43706b6f3a6c511,,,
S0265,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,1,neurips_2024/NeurIPS_2024_2ceda49041816da6d5a34eb3b612607f,,,
S0266,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt35turbo,"gpt35turbo, gpt4, gpt4turbo20240409",19,neurips_2024/NeurIPS_2024_2f1486343c2c942a617e4f5bb0cc64c8,,,
S0267,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,"gpt4turbo, gpt4",4,neurips_2024/NeurIPS_2024_2f8ee6a3d766b426d2618e555b5aeb39,,,
S0268,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,1,neurips_2024/NeurIPS_2024_316648eb8b4ffb6010f531b07848c300,,,
S0269,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt35turbo,"gpt35turbo1106, gpt35turbo, gpt4, gpt40613",48,neurips_2024/NeurIPS_2024_3191170938b6102e5c203b036b7c16dd,,,
S0270,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,11,neurips_2024/NeurIPS_2024_31f119089f702e48ecfd138c1bc82c4a,,,
S0271,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,2,neurips_2024/NeurIPS_2024_345208bdbbb6104616311dfc1d093fe7,,,
S0272,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,textembeddingada002,"gpt41106preview, gpt4o, gpt35turbo, gpt4, textembeddingada002",15,neurips_2024/NeurIPS_2024_3578fd44b2381db12bf16e28a667c934,,,
S0273,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,2,neurips_2024/NeurIPS_2024_3852f6d247ba7deb46e4e4be9e702601,,,
S0274,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4turbo,gpt4turbo,4,neurips_2024/NeurIPS_2024_3950f6bf5c2eb7435ecf58eaa85cc8c2,,,
S0275,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,1,neurips_2024/NeurIPS_2024_3b62bca132cf5c8973b09a2fc6dc8ca6,,,
S0276,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4o20240513,"gpt35turbo0125, gpt4o20240513",3,neurips_2024/NeurIPS_2024_3eceb70f47690051d6769739fbf6294b,,,
S0277,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,"gpt35turbo, gpt4",11,neurips_2024/NeurIPS_2024_404df2480b6eef0486a1679e371894b0,,,
S0278,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,15,neurips_2024/NeurIPS_2024_41bba7b0f5c81e789a20bb16a370aeeb,,,
S0279,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,dalle2,dalle2,1,neurips_2024/NeurIPS_2024_41fb2ecb5b7d1b505bca787de0a603dc,,,
S0280,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,"gpt35turboinstruct, gpt4",5,neurips_2024/NeurIPS_2024_43d8e5fc816c692f342493331d5e98fc,,,
S0281,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt35turboinstruct,"gpt35turboinstruct, claude3haiku20240307, gpt35turbo, gpt4",13,neurips_2024/NeurIPS_2024_4418f6a54f4314202688d77956e731ce,,,
S0282,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,"gpt41106preview, gpt4",7,neurips_2024/NeurIPS_2024_44af065477781e7f8a8589b14a62c489,,,
S0283,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,1,neurips_2024/NeurIPS_2024_48088756ec0ce6ba362bddc7ebeb3915,,,
S0284,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,6,neurips_2024/NeurIPS_2024_49f80e4d2471ad4f2edf4f5f1ab62339,,,
S0285,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4o,gpt4o,15,neurips_2024/NeurIPS_2024_4ea4a1ea4d9ff273688c8e92bd087112,,,
S0286,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt35turbo0125,gpt35turbo0125,2,neurips_2024/NeurIPS_2024_51173cf34c5faac9796a47dc2fdd3a71,,,
S0287,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,1,neurips_2024/NeurIPS_2024_520b379123d16e41f85472e766846486,,,
S0288,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt35turbo1106,"gpt35turbo1106, gpt35turbo",2,neurips_2024/NeurIPS_2024_584b78c26916e5947c5b0c4ff8e7c960,,,
S0289,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,"gpt40125preview, gpt4",12,neurips_2024/NeurIPS_2024_58cbe393b4254da8966780a40d023c0b,,,
S0290,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,"gpt41106preview, claude3opus20240229, gpt4o, gpt4, gpt4o20240513",52,neurips_2024/NeurIPS_2024_5a7c947568c1b1328ccc5230172e1e7c,,,
S0291,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,1,neurips_2024/NeurIPS_2024_5b93ce41ac6de2bf9aca7e4ba5ba01d5,,,
S0292,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4turbo,"gpt4turbo, gpt4, gpt40613",10,neurips_2024/NeurIPS_2024_5df1d92b478716877f774b82943477b3,,,
S0293,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,1,neurips_2024/NeurIPS_2024_5e1c255653eb98cef13f45b2d337c882,,,
S0294,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,1,neurips_2024/NeurIPS_2024_60960ad78868fce5c165295fbd895060,,,
S0295,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,1,neurips_2024/NeurIPS_2024_62c4718cc334f6a0a62fb81c4a2095a1,,,
S0296,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,24,neurips_2024/NeurIPS_2024_688c7a82e31653e7c256c6c29fd3b438,,,
S0297,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,1,neurips_2024/NeurIPS_2024_6aef8bffb372096ee73d98da30119f89,,,
S0298,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt35turbo0613,"gpt41106preview, gpt35turbo0613, gpt4",7,neurips_2024/NeurIPS_2024_6d56bc83ae9a4fafdce050bb36f04174,,,
S0299,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,dalle2,dalle2,2,neurips_2024/NeurIPS_2024_6dddcff5b115b40c998a08fbd1cea4d7,,,
S0300,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4omini,"gpt35turbo1106, gpt4omini, gpt35turbo, gpt40613, gpt4turbo20240409",19,neurips_2024/NeurIPS_2024_6efcc7fd8efeee29a050a79c843c90e0,,,
S0301,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,codedavinci002,"codedavinci002, gpt4",30,neurips_2024/NeurIPS_2024_6f479ea488e0908ac8b1b37b27fd134c,,,
S0302,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,8,neurips_2024/NeurIPS_2024_715b78ccfb6f4cada5528ac9b5278def,,,
S0303,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,7,neurips_2024/NeurIPS_2024_724be4472168f31ba1c9ac630f15dec8,,,
S0304,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4turbo,"gpt4turbo, gpt4",4,neurips_2024/NeurIPS_2024_75008a0fba53bf13b0bb3b7bff986e0e,,,
S0305,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,17,neurips_2024/NeurIPS_2024_77e6814d32a86b76123bd10aa7e2ad81,,,
S0306,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4turbo,"gpt4turbo, gpt35turbo, gpt4, textembedding3small",47,neurips_2024/NeurIPS_2024_77f089cd16dbc36ddd1caeb18446fbdd,,,
S0307,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,1,neurips_2024/NeurIPS_2024_7878585bb03092b0cf23732de3590d90,,,
S0308,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt35turboinstruct,"gpt35turboinstruct, gpt4",11,neurips_2024/NeurIPS_2024_78f0db30c39c850de728c769f42fc903,,,
S0309,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt35turbo,"gpt4turbo, gpt35turbo, gpt4",31,neurips_2024/NeurIPS_2024_7972f3735e104a54715922aa416fde1b,,,
S0310,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,1,neurips_2024/NeurIPS_2024_7aad0cdc7e140778ad944f17a266e1bc,,,
S0311,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4turbo,"gpt4turbo, gpt35turbo, gpt4",100,neurips_2024/NeurIPS_2024_7b7d7985f62284060d65f532ed2ea5fa,,,
S0312,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,"gpt4o, gpt4",16,neurips_2024/NeurIPS_2024_8340b085045cf13f1f0b6c2c4cc0a89c,,,
S0313,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,2,neurips_2024/NeurIPS_2024_8678da90126aa58326b2fc0254b33a8c,,,
S0314,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,3,neurips_2024/NeurIPS_2024_873c86d9a979ab80d8e2919510d4446b,,,
S0315,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4o,"gpt4o, gpt4",12,neurips_2024/NeurIPS_2024_89cc5e613d34f90de90c21e996e60b30,,,
S0316,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,1,neurips_2024/NeurIPS_2024_8a6eb62e87a287f91734ca33e1585e6e,,,
S0317,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,"gpt35turbo, gpt4",3,neurips_2024/NeurIPS_2024_8d2aad53fa148791ffd004a7c9cce5ad,,,
S0318,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,3,neurips_2024/NeurIPS_2024_94ef721705ea95d6981632be62bb66e2,,,
S0319,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,4,neurips_2024/NeurIPS_2024_97fe251c25b6f99a2a23b330a75b11d4,,,
S0320,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,12,neurips_2024/NeurIPS_2024_984de836e696ba653bbfbbbfce31d3bc,,,
