Pair_ID,Year,Venue,Deprecated_Keyword,Sections_Hit,Window_Count,Label,Reasoning
D0199,2024,iclr,gemini10pro001,5 EXPERIMENTS,1,Methods,'dels we evaluate the instructiontuned versions of code llama and...' pipeline use of gemini10pro001 (5 EXPERIMENTS)
D0200,2024,iclr,gpt35turbo0301,Algorithm 1 LEGO-Prover main process,1,Methods,'urbo gpt35turbo0301 gpt35turbo0613 gpt35turbo16k and gpt35turbo16k0613 is employed with a...' direct API call to gpt35turbo0301 (Algorithm 1 LEGO-Prover main process)
D0201,2024,iclr,gpt35turbo0301,D MORE EXPERIMENT DETAILS,1,Methods,'dels we use the gpt4 20230315 and gpt35turbo0301 checkpoints on...' pipeline use of gpt35turbo0301 (D MORE EXPERIMENT DETAILS)
D0202,2024,iclr,gpt35turbo0301,F DATA COLLECTION COST AND API USAGE,6,Methods,'for using different apis of chatgpt we found that the gpt35turbo0301 demonstrates...' method-section reference to gpt35turbo0301 (F DATA COLLECTION COST...
D0203,2024,iclr,gpt35turbo0301,5.1 SUBJECTIVELY RANDOM SEQUENCE GENERATION,1,Methods,'i process both versions of chatgpt we analyze versions gpt35turbo0301 and 0613...' method-section reference to gpt35turbo0301 (5.1 SUBJECTIVELY RANDOM SEQUENCE...
D0204,2024,iclr,gpt35turbo0301,4.2 RESULTS | E EXAMPLES | G PERFORMANCE ON THE OPENAI'S GPT-4 | I ADDITIONAL DEFENSES,7,Methods,'the gpt35turbo0301 model service by openai we use the jailbreak...' generation via gpt35turbo0301 (4.2 RESULTS)
D0205,2024,iclr,gpt35turbo0301,6.1 EXPERIMENTAL SETUP FOR OPEN-DOMAIN TEXT GENERATION,1,Methods,'TEXT GENERATION models we experiment with four popular instructiontuned lms...' generation via gpt35turbo0301 (6.1 EXPERIMENTAL SETUP FOR OPEN-DOMAIN)
D0206,2024,iclr,gpt35turbo0301,A EXPERIMENT DETAILS,1,Methods,'back we use a temperature of 0 7 and set...' pipeline use of gpt35turbo0301 (A EXPERIMENT DETAILS)
D0207,2024,iclr,gpt35turbo0301,4 MULTI-AGENT DEBATE DOES NOT OUTPERFORM SELF-CONSISTENCY,1,Methods,'same prompt as du et al 2023 and replicate their...' prompts gpt35turbo0301 as method (4 MULTI-AGENT DEBATE DOES NOT)
D0208,2024,iclr,gpt35turbo0301,4.1 EXPERIMENTAL SETUP,1,Methods,'sons we query the same apis of llms as in...' pipeline use of gpt35turbo0301 (4.1 EXPERIMENTAL SETUP)
D0209,2024,iclr,gpt35turbo0301,DREAMCODER,1,Methods,'inal prompt program lilo autodoc max usage examples 10 gpt...' prompts gpt35turbo0301 as method (DREAMCODER)
D0210,2024,iclr,gpt35turbo0301,4 EXPERIMENTS | B.6 ATTACK TRANSFERABILITY | B.7 EXTENSIVE EXAMPLES,3,Methods,'n as gpt35turbo0301 and setting other configurations as default [Window...' shows fine-tuning of gpt35turbo0301 (4 EXPERIMENTS)
D0211,2024,iclr,gpt35turbo0301,5.3 BASELINES,1,Methods,'zeroshot performance of gpt35textdavinci003 gpt35d and gpt35turbo0301 gpt35t additionally we present the...' method-section reference to gpt35turbo0301 (5.3 BASELINES)
D0212,2024,iclr,gpt35turbo0301,A.5 DETAILS OF FEW-SHOT EXTRACTION,2,Methods,'ents we use gpt35turbo0301 checkpoint which will be depr' pipeline use of gpt35turbo0301 (A.5 DETAILS OF FEW-SHOT EXTRACTION)
D0213,2024,iclr,gpt35turbo0301,4 EXPERIMENTS | B LLM PROMPTING DETAILS,3,Methods,'we use gpt35turbo0301 as our llm' - methods
D0214,2024,iclr,gpt35turbo0301,4 METHODOLOGICAL APPROACH,1,Methods,'tput produced by gpt4 gpt35turbo davinci002 googles codebison and metas...' generation via gpt35turbo0301 (4 METHODOLOGICAL APPROACH)
D0215,2024,iclr,gpt35turbo0301,B.1 BENCHMARK DETAILS,1,Methods,pipeline use: '| | | | gpt-3.5-turbo-0301 | Moral Questionnaire Test The Moral' (B.1 BENCHMARK DETAILS)
D0216,2024,iclr,gpt35turbo0301,3.1 DATA CONSTRUCTION | 5.1 EXPERIMENTAL SETTINGS,2,Methods,'we use ChatGPT ( gpt-3.5-turbo-0301 ) to generate entity mentions and' (3.1 DATA CONSTRUCTION)
D0217,2024,iclr,gpt35turbo0301,4.1 EXPERIMENTAL SETUP | A.1 COMPOSITIONAL PREFERENCE MODEL,2,Methods,'we explore two lms gpt35turbo0301 and flant5xl' as feature extractors - methods
D0218,2024,iclr,gpt35turbo0301,4.3 LLM EVALUATOR PERFORMANCE ON LLMBAR,1,Methods and Evaluation,pipeline plus Table 6 entry: 'of ChatGPT-0301-based evaluators (using gpt-3.5-turbo-0301 ) in Table 6. 7 We' (4.3 LLM EVALUATOR PERFORMANCE...
D0219,2024,iclr,gpt35turbo0301,4.1 SETUPS | B.4 EXPERIMENTS ON LONG-FORM QUESTION ANSWERING,2,Methods and Evaluation,"used in approach and evaluated: 'state-of-the-art LLMs: ChatGPT ( gpt-3.5-turbo-0301 ) (OpenAI, 2022), GPT-4 ( gpt-4-0613' (4.1 SETUPS)"
D0220,2024,iclr,gpt35turbo0301,4.3 EMPIRICAL RESULTS,1,Methods and Evaluation,appears in pipeline and results: '171.4 | | /toggle-on gpt-3.5-turbo-0301 | 4.81 | 4.98 | 4.83' (4.3 EMPIRICAL RESULTS)
D0221,2024,iclr,gpt35turbo0301,"4.1 SELF-REPAIR IS NOT A SILVER BULLET, BUT IMPROVES WITH DIVERSE INITIAL SAMPLES",1,Evaluation,compared as baseline: 'use the frozen endpoints gpt-3.5-turbo-0301 and gpt-4-0314 . 5 https://huggingface.co/codellama/CodeLlama-13b-Instruct-hf 6' (4.1 SELF-REPAIR IS NOT A SILVER...
D0222,2024,iclr,gpt35turbo0613,Algorithm 1 LEGO-Prover main process,1,Methods,"'combination of gpt-3.5-turbo, gpt-3.5-turbo-0301, gpt-3.5-turbo-0613 , gpt-3.5-turbo-16k, and gpt-3.5turbo-16k-0613 is employed' (Algorithm 1 LEGO-Prover main process)"
D0223,2024,iclr,gpt35turbo0613,C.2 ADDITIONAL RESULTS,5,Methods and Evaluation,appears in pipeline and results: '(gpt-4-0613) and GPT-3.5Turbo ( gpt-3.5-turbo-0613 ) under various conditions to assess' (C.2 ADDITIONAL RESULTS)
D0224,2024,iclr,gpt35turbo0613,2 INDUCTIVE REASONING WITH LMS: EXPERIMENTAL SETUP,1,Methods and Evaluation,"pipeline plus Appendix B entry: 'models, including GPT-3.5 ( gpt-3.5-turbo-0613 ), Claude-2 (Anthropic, 2023), and LLaMA2-70B' (2 INDUCTIVE REASONING WITH..."
D0225,2024,iclr,gpt35turbo0613,E UNDERSTANDING THE CAPABILITIES OF FINE-TUNED MODELS | Aligned Model | Aligned Model | Aligned Model | Aligned Model,9,Methods and Evaluation,pipeline plus Table 1 entry: 'Alpaca-13b: 4.53. | | GPT-3.5-Turbo-0613 -Vanilla | GPT-3.5-Turbo-0613 (100-Shot in Table' (E UNDERSTANDING THE CAPABILITIES...
D0226,2024,iclr,gpt35turbo0613,F DATA COLLECTION COST AND API USAGE,5,Methods,"'demonstrates better creativity than gpt-3.5-turbo-0613 , where gpt-3.5-turbo-0301 constantly brainstorms more' (F DATA COLLECTION COST AND API USAGE)"
D0227,2024,iclr,gpt35turbo0613,4 EXPERIMENTS,1,Methods and Evaluation,pipeline plus Appendix C.1 entry: 'sample demonstration responses from gpt-3.5-turbo-0613 . 2 We sample the model' (4 EXPERIMENTS)
D0228,2024,iclr,gpt35turbo0613,"I GAMBLER'S FALLACY METRICS BY GPT MODEL | J MEMORIZATION, COMPRESSION, AND COMPLEXITY",3,Methods and Evaluation,appears in pipeline and results: 'shorter runs; ChatGPT ( gpt-3.5-turbo-0613 ) produces more tails-biased and higher-variance' (I GAMBLER'S FALLACY METRICS...
D0229,2024,iclr,gpt35turbo0613,6.2 ATTACK ROBUSTNESS ANALYSIS,1,Methods,'we use gpt35turbo0613 with prompt rewrite' - methods attack tool
D0230,2024,iclr,gpt35turbo0613,C DETAILED SETTINGS FOR IN-CONTEXT LEARNING,1,Methods,'chatbot API to access GPT-3.5-turbo-0613' (C DETAILED SETTINGS FOR IN-CONTEXT LEARNING)
D0231,2024,iclr,gpt35turbo0613,5.2 CAN PROMETHEUS CLOSELY SIMULATE GPT-4 EVALUATION? | B.2 BASELINES,6,Methods and Evaluation,pipeline plus Table 3 entry: '| 0.858 | | GPT-3.5-TURBO-0613 | 0.636 | 0.536 | 0.617' (5.2 CAN PROMETHEUS CLOSELY...
D0232,2024,iclr,gpt35turbo0613,4 EXPERIMENTS,1,Methods and Evaluation,"appears in pipeline and results: 'GPT we used the gpt-3.5-turbo-0613 version, except for CUB-200 where we' (4 EXPERIMENTS)"
D0233,2024,iclr,gpt35turbo0613,1 INTRODUCTION,1,N/A,"OCR/math fragment, e.g. '7 B K r D &lt;latexi sh 1\_b 64=""T SRUWkv/d L Vo 2'"
D0234,2024,iclr,gpt35turbo0613,REPRODUCIBILITY STATEMENT,1,Methods,used in approach: 'This work uses gpt-3.5-turbo-0613 and gpt-4-0613' (REPRODUCIBILITY STATEMENT)
D0235,2024,iclr,gpt35turbo0613,3 EXPERIMENTS,1,Evaluation,reported in evaluation: 'of agents driven by GPT-3.5-Turbo-0613 and GPT-4-0613 across various tasks' (3 EXPERIMENTS)
D0236,2024,iclr,gpt35turbo0613,3.1 EXPERIMENTAL SETUP | 5 PROMPT DESIGN ISSUES IN SELF-CORRECTION EVALUATION | REPRODUCIBILITY STATEMENT,3,Methods and Evaluation,"used in approach and evaluated: 'labels, using GPT-3.5-Turbo ( gpt-3.5-turbo-0613 ) and GPT-4 accessed on 2023/08/29' (3.1 EXPERIMENTAL SETUP)"
D0237,2024,iclr,gpt35turbo0613,4.3 IMPLEMENTATION DETAILS AND BASELINES,1,Methods,'we use chatgpt gpt35turbo0613 as the frozen llm' - methods
D0238,2024,iclr,gpt35turbo0613,1 INTRODUCTION | 4.1 SETUP,2,Methods,used in approach: 'comprehensive experiments with SOTA GPT-3.5-Turbo-0613 (i.e' (1 INTRODUCTION)
D0239,2024,iclr,gpt35turbo0613,3.3 FINE-TUNING AND INFERENCE WITH LANGUAGE MODELS,1,Methods,"used in approach: 'GPT-3.5 GPT-3.5 ( gpt-3.5-turbo-0613 ) (OpenAI, 2023b) is a chat' (3.3 FINE-TUNING AND INFERENCE WITH LANGUAGE MODELS)"
D0240,2024,iclr,gpt35turbo0613,A.2 DETAILED CONFIGURATION FOR LLM QUERYING,1,Methods,used in approach: 'GPT-4 : We consider gpt-3.5-turbo-0613 and gpt-4-0613 consistently for all experiments' (A.2 DETAILED CONFIGURATION FOR LLM QUERYING)
D0241,2024,iclr,gpt35turbo0613,4.1 SETUP | C.7 PHYSICSCLASSROOM (NATURAL SENTENCE),6,Methods,used in approach: 'we utilize ChatGPT ( gpt-3.5-turbo-0613 ) as the black-box LLM for' (4.1 SETUP)
D0242,2024,iclr,gpt35turbo0613,5 EXPERIMENTS,1,Methods and Evaluation,"appears in pipeline and results: 'most capable OpenAI models: GPT-3.5-Turbo-0613 , GPT-4-0613, and GPT-4-0125- 6 We' (5 EXPERIMENTS)"
D0243,2024,iclr,gpt35turbo0613,E.2 AI ANNOTATOR,1,Methods and Evaluation,"appears in pipeline and results: 'for inconsistency analysis i.e., GPT-3.5-Turbo-0613 and GPT-4 with 50' (E.2 AI ANNOTATOR)"
D0244,2024,iclr,gpt35turbo0613,B ROBUSTNESS TO REWRITE ATTACK,1,Methods and Evaluation,"used in approach and evaluated: 'Specifically, we employed the gpt-3.5-turbo-0613 version with the prompt ""Rewrite the' (B ROBUSTNESS TO REWRITE..."
D0245,2024,iclr,gpt35turbo0613,5.2 BASELINES,1,Methods,"'2023), and ChatGPT ( GPT-3.5-turbo-0613 )' (5.2 BASELINES)"
D0246,2024,iclr,gpt35turbo0613,4.1 EXPERIMENTAL SETTINGS,1,Methods,'we adopt gpt35turbo0613 to generate annotations' - methods
D0247,2024,iclr,gpt35turbo0613,2.1 INTERACTION FRAMEWORK | 2.2 REPURPOSING EXISTING DATASETS FOR MINT | 3.1 SETUP | 3.2 MEASURING LLM'S TOOL-AUGMENTED TASK-SOLVING IN MULTI-TURN INTERACTION | 3.4 MEASURING THE EFFICACY OF DIFFERENT LLM'S ABILITY TO PROVIDE FEEDBACK | 3.6 CAN GPT-4 GENERATE HUMAN-LEVEL NATURAL LANGUAGE FEEDBACK? | C.1.1 INFORMATIVENESS | Collect data from the test set of 8 different datasets shown in Table 1.,9,Methods and Evaluation,pipeline plus Figure 1 entry: 'trajectory produced by evaluating gpt-3.5-turbo-0613 with MINT on a mathematical reasoning' (2.1 INTERACTION FRAMEWORK)
D0248,2024,iclr,gpt35turbo0613,1 INTRODUCTION | 2 METHODOLOGY &amp; SETUP,2,Methods and Evaluation,appears in pipeline and results: 'June 2023 version ( gpt-3.5-turbo-0613 ) You are { persona }' (1 INTRODUCTION)
D0249,2024,iclr,gpt35turbo0613,4.3 LLM EVALUATOR PERFORMANCE ON LLMBAR,1,Methods and Evaluation,both used and benchmarked: 'we use gpt-4-0613 and gpt-3.5-turbo-0613 for GPT-4 and ChatGPT respectively' (4.3 LLM EVALUATOR PERFORMANCE ON LLMBAR)
D0250,2024,iclr,gpt35turbo0613,2.1 SETUP | 3.1 SETUP,2,Methods and Evaluation,used in approach and evaluated: 'We evaluate ChatGPT ( GPT-3.5-turbo-0613 ) for its significant impact and' (2.1 SETUP)
D0251,2024,iclr,gpt35turbo0613,4 EXPERIMENTAL SETUP | F CONTINUED TRAINING OF GPT-3.5 BASE MODEL FOR INTENTIONAL CONTAMINATION,2,Methods,'we use snapshots of gpt35turbo0613 and gpt40613' - methods foundation LLMs
D0252,2024,iclr,gpt35turbo0613,D.2 SERIALIZING ATTACKS INTO INPUTS FOR THE BASELINE MODELS | Mean length of responses to attacks (by model),3,Evaluation,reported in evaluation: '| | | | gpt-3.5-turbo-0613 | 18.4% | 89.2% | |' (D.2 SERIALIZING ATTACKS INTO INPUTS FOR...
D0253,2024,iclr,gpt35turbo0613,D.1 EXPERIMENT ENVIRONMENT | G GENERAL LANGUAGE UNDERSTANDING ABILITY AFTER FINE-TUNING,2,Methods and Evaluation,"used in approach and evaluated: 'inference, the versions are gpt-3.5-turbo-0613 and gpt-4-0613' (D.1 EXPERIMENT ENVIRONMENT)"
D0254,2024,iclr,gpt35turbo0613,4 EXPERIMENTAL RESULTS,1,Methods and Evaluation,"pipeline plus Table 1 entry: '2022; 1 gpt-4-0613 , gpt-3.5-turbo-0613 , text-davinci-003 Table 1: Pearson's correlation' (4 EXPERIMENTAL RESULTS)"
D0255,2024,iclr,gpt35turbo0613,4 EXPERIMENTS,1,Methods and Evaluation,used in approach and evaluated: 'We experiment with gpt-3.5-turbo-0613 by prompting the pre-trained model and' (4 EXPERIMENTS)
D0256,2024,iclr,gpt35turbo0613,2.1 EXPERIMENTAL SETUP,1,Methods and Evaluation,"appears in pipeline and results: 'et al., 2023), and gpt-3.5-turbo-0613 (OpenAI, 2022)' (2.1 EXPERIMENTAL SETUP)"
D0257,2024,iclr,gpt35turbo16k0613,Algorithm 1 LEGO-Prover main process,1,Methods,"'gpt-3.5-turbo-0301, gpt-3.5-turbo-0613, gpt-3.5-turbo-16k, and gpt-3.5turbo-16k-0613 is employed, with a model being' (Algorithm 1 LEGO-Prover main process)"
D0258,2024,iclr,gpt35turbo16k0613,4.3 MODELS,1,Evaluation,"baseline entry 'we evaluate ChatGPT-3.5 ( gpt-3.5-turbo-16k-0613 ), GPT-4 ( gpt-4-32k-0613 ), Claude' in Table 4 (4.3 MODELS)"
D0259,2024,iclr,gpt35turbo16k0613,F ADDITIONAL RESULTS,1,Methods and Evaluation,"both used and benchmarked: 'GPT-3.5; specifically, we use gpt-3.5-turbo-16k-0613 in the OpenAI API' (F ADDITIONAL RESULTS)"
D0260,2024,iclr,gpt35turbo16k0613,4.1 EXPERIMENTAL SETUP,1,Methods,used in approach: 'the default LLM is gpt-3.5-turbo-16k-0613' (4.1 EXPERIMENTAL SETUP)
D0261,2024,iclr,gpt35turbo16k0613,3.6 CAN GPT-4 GENERATE HUMAN-LEVEL NATURAL LANGUAGE FEEDBACK? | E.1 VICUNA-V1.5 ESCAPE UNDERSCORE ISSUE | E.2 CODELLAMA-INSTRUCT PRODUCES [PYTHON] TAG,3,Evaluation,baseline entry '5 | | gpt-3.5-turbo-16k-0613 | +4 . 1 | -' in Table 5 (3.6 CAN GPT-4 GENERATE HUMAN-LEVEL...
D0262,2024,iclr,gpt35turbo16k0613,A.5 HUMAN PERFORMANCE | A.6 EXPERIMENT CONFIGURATIONS,3,Methods and Evaluation,pipeline plus Table 5 entry: 'rate (SR %) of GPT-3.5-TURBO-16K-0613 with temperature 0.0. | Dataset |' (A.5 HUMAN PERFORMANCE)
D0263,2024,iclr,gpt35turbo16k0613,4.1 EXPERIMENTAL SETUP | 5 EVALUATING LANGUAGE MODEL AGENTS WITHIN TOOLEMU,2,Methods and Evaluation,"appears in pipeline and results: 'ChatGPT-3.5 (OpenAI, 2022) ( gpt-3.5-turbo-16k-0613 ), and Claude-2 (Anthropic, 2023) with' (4.1 EXPERIMENTAL SETUP)"
D0264,2024,iclr,gpt35turbo16k0613,4 RESEARCH QUESTIONS AND EXPERIMENTAL SETUP,1,Methods and Evaluation,both used and benchmarked: 'and GPT-3.5 to be gpt-3.5-turbo-16k-0613 similar to the content of the' (4 RESEARCH QUESTIONS AND EXPERIMENTAL...
D0265,2024,iclr,textada001,F FORMAL LANGUAGE LEARNING WITH VARYING PREDICTION DEPTH | G RANDOMNESS JUDGMENTS,3,Methods and Evaluation,pipeline plus Figure 14 entry: 'Note: text-ada-001 results are not shown since results' (F FORMAL LANGUAGE LEARNING WITH VARYING PREDICTION...
D0266,2024,iclr,textada001,5.5 ABLATION STUDY,2,Methods and Evaluation,"used in approach and evaluated: 'tuning (ada instead of text-ada-001 , etc.), as we observed that' (5.5 ABLATION STUDY)"
D0267,2024,iclr,textbabbage001,G RANDOMNESS JUDGMENTS,2,Methods and Evaluation,"appears in pipeline and results: 'to largest/most: text-ada-001 (??), text-babbage-001 (1B params + SFT), text-curie-001 (6.7B' (G RANDOMNESS JUDGMENTS)"
D0268,2024,iclr,textbison,ABSTRACT | 1 INTRODUCTION | 3 MOTIVATING EXAMPLE: MATHEMATICAL OPTIMIZATION | 5.1 EVALUATION SETUP,9,Methods and Evaluation,appears in pipeline and results: 'on BBH movie\_recommendation has text-bison as the scorer and PaLM 2-L-IT' (ABSTRACT)
D0269,2024,iclr,textcurie001,5.1 SUBJECTIVELY RANDOM SEQUENCE GENERATION | G RANDOMNESS JUDGMENTS,3,Methods,"pipeline use: 'biased and uncontrollable, and text-curie-001 generates sequences with y =' (5.1 SUBJECTIVELY RANDOM SEQUENCE GENERATION)"
D0270,2024,iclr,textcurie001,6.1 MAIN RESULTS | 6.3 GENERATING VS RETRIEVING EXEMPLARS | 6.4 SCALE OF BASE LLMS: ANALOGICAL PROMPTING EXCELS WITH LARGER MODELS,4,Methods and Evaluation,appears in pipeline and results: '( <- scale down) text-curie-001 | text-davinci-001 | text-davinci-002 | (scale' (6.1 MAIN RESULTS)
D0271,2024,iclr,textcurie001,3 EXPERIMENTS | 3.1 GOAL-BASED PLANNING | F COMPARISON WITH GPT-4,5,Methods and Evaluation,"used in approach and evaluated: 'M to be GPT-3 text-curie-001 (Brown et al., 2020) for collecting' (3 EXPERIMENTS)"
D0272,2024,iclr,textcurie001,F.1 ADDING WATERMARK,1,Evaluation,reported in evaluation: 'We utilize text-curie-001 for our evaluations' (F.1 ADDING WATERMARK)
D0273,2024,iclr,textdavinci001,5.1 TRAIT THEORY ON LLMS,1,N/A,"textdavinci001 cited as tested in prior work, no own usage"
D0274,2024,iclr,textdavinci001,5.1 SUBJECTIVELY RANDOM SEQUENCE GENERATION | G RANDOMNESS JUDGMENTS,3,Methods,"pipeline use: 'behavior, with text-davinci-002 and text-davinci-001 being heavily biased and uncontrollable, and' (5.1 SUBJECTIVELY RANDOM SEQUENCE GENERATION)"
D0275,2024,iclr,textdavinci001,6.1 MAIN RESULTS | 6.4 SCALE OF BASE LLMS: ANALOGICAL PROMPTING EXCELS WITH LARGER MODELS,3,Methods and Evaluation,appears in pipeline and results: 'scale down) text-curie-001 | text-davinci-001 | text-davinci-002 | (scale up ->' (6.1 MAIN RESULTS)
D0276,2024,iclr,textdavinci001,4.1 EXPERIMENTAL SETUP,2,Methods and Evaluation,"appears in pipeline and results: '(Ouyang et al., 2022), text-davinci-001 , text-davinci-002, and text-davinci-003; and GPT-3.5' (4.1 EXPERIMENTAL SETUP)"
D0277,2024,iclr,textdavinci002,5.1 TRAIT THEORY ON LLMS,1,N/A,"only in citation context: 'tested GPT-3, text-davinci-001 , text-davinci-002 , and FLAN-T5-XXL, employing assessments...' in 5.1 TRAIT THEORY ON LLMS"
D0278,2024,iclr,textdavinci002,5.1 SUBJECTIVELY RANDOM SEQUENCE GENERATION | E FORMAL CONCEPT LEARNING IS NOT MERELY LOCAL BIAS | F FORMAL LANGUAGE LEARNING WITH VARYING PREDICTION DEPTH | G RANDOMNESS JUDGMENTS,6,Methods,"pipeline use: 'subjective randomness behavior, with text-davinci-002 and text-davinci-001 being heavily biased and' (5.1 SUBJECTIVELY RANDOM SEQUENCE GENERATION)"
D0279,2024,iclr,textdavinci002,B.1 MMLU | B.2 BBSH,9,Evaluation,baseline entry '9.1 36.4 31.8 - text-davinci-002 9.1 27.3 57.1 28.6 62.5 56.2' in Table 4 (B.1 MMLU)
D0280,2024,iclr,textdavinci002,L.2 HARMFULNESS EVALUATION DETAILS,1,Methods,"'toxic questions generated by text-davinci-002 , using methodology similar to automatic' (L.2 HARMFULNESS EVALUATION DETAILS)"
D0281,2024,iclr,textdavinci002,6.1 MAIN RESULTS | 6.4 SCALE OF BASE LLMS: ANALOGICAL PROMPTING EXCELS WITH LARGER MODELS,3,Methods and Evaluation,appears in pipeline and results: 'text-curie-001 | text-davinci-001 | text-davinci-002 | (scale up -> ) text-davinci-003' (6.1 MAIN RESULTS)
D0282,2024,iclr,textdavinci002,4 EXPERIMENTS | A.6 RESULTS ON OTHER LANGUAGE MODELS &amp; SCALING ANALYSIS,2,Methods and Evaluation,"appears in pipeline and results: 'to simulate human interaction: text-davinci-002 (175B), text-davinci-003 (175B), and GPT-4 (size' (4 EXPERIMENTS)"
D0283,2024,iclr,textdavinci002,D.1 DETAILS OF DATASETS,3,Methods and Evaluation,used in approach and evaluated: 'use GPT-J 6B and Text-davinci-002 by default' (D.1 DETAILS OF DATASETS)
D0284,2024,iclr,textdavinci002,1 INTRODUCTION | 4.3 MAIN RESULTS | 4.4 ANALYSIS,6,Methods and Evaluation,"appears in pipeline and results: 'models, such as Ada, Text-Davinci-002 , Claude, and GPT-3.5, even though' (1 INTRODUCTION)"
D0285,2024,iclr,textdavinci002,C OUT-OF-DOMAIN EVALUATION,1,Evaluation,compared as baseline: 'by the paper and text-davinci-002 prompted in a zero shot manner' (C OUT-OF-DOMAIN EVALUATION)
D0286,2024,iclr,textdavinci002,A.2 MODELS | B.6 PERFORMANCE OF GSM8K ON DIFFERENT MODELS,5,Methods and Evaluation,appears in pipeline and results: 'also use text-davinci-003 and text-davinci-002 in GPT-3.5 family 5' (A.2 MODELS)
D0287,2024,iclr,textdavinci002,4 METHODOLOGICAL APPROACH | 5 RESULTS | B.6 EXPERIMENTS WITH ADDITIONAL LLMS,4,Methods and Evaluation,"appears in pipeline and results: 'gpt-4-0314 , gpt-3.5-turbo-0301 , text-davinci-002 , code-bison@001 , and codellama/CodeLlama-34b-Instruct-hf' (4 METHODOLOGICAL APPROACH)"
D0288,2024,iclr,textdavinci002,B.1 BENCHMARK DETAILS | E.1 RESULTS FOR MORAL JUDGEMENT BENCHMARK | E.2 RESULTS FOR MORAL QUESTIONNAIRE BENCHMARK | E.3 RESULTS AND ANALYSES FOR GENERATIVE EVALUATIONS,7,Methods and Evaluation,pipeline plus Table 13 entry: 'OpenAI | Falcon-40B Falcon-40B-Instruct Text-davinci-002 | en en | yes yes' (B.1 BENCHMARK DETAILS)
D0289,2024,iclr,textdavinci002,5.5 ABLATION STUDY,1,Methods and Evaluation,used in approach and evaluated: '| GPT-3.5 Turbo | text-davinci-002 | davinci | curie | babbage' (5.5 ABLATION STUDY)
D0290,2024,iclr,textdavinci002,Language Models | Language Models,2,Methods,API-usage entry 'the OpenAI API ' textdavinci-002 ' and 'gpt-3.5-turbo' corresponding to the' in Table 2 (Language Models)
D0291,2024,iclr,textdavinci002,4.1 EXPERIMENTAL SETUPS,1,Evaluation,textdavinci002 in apps test results table - eval
D0292,2024,iclr,textdavinci002,4.1 EXPERIMENTAL SETUP,2,Methods and Evaluation,"appears in pipeline and results: 'et al., 2022), text-davinci-001, text-davinci-002 , and text-davinci-003; and GPT-3.5 (i.e' (4.1 EXPERIMENTAL SETUP)"
D0293,2024,iclr,textdavinci002,H DESCRIPTION OF BASELINE MODELS,1,Methods,"pipeline use: 'in several aspects over Text-Davinci-002 , such as producing higher-quality writing' (H DESCRIPTION OF BASELINE MODELS)"
D0294,2024,iclr,textdavinci002,1 INTRODUCTION | 2 LLM-AS-AGENT: DEFINITION AND PRELIMINARY | 4 EVALUATION OF AGENTBENCH,3,Methods and Evaluation,"appears in pipeline and results: '| Meta | | text-davinci-002 (Ouyang et al., 2022) | N/A' (1 INTRODUCTION)"
D0295,2024,iclr,textdavinci002,3.2 PROMPT STRATEGY | 4.1 MAIN RESULTS | A.3 TASK RESULTS,5,Methods and Evaluation,both used and benchmarked: '| 26.9 | | Text-Davinci-002 | 45.2 | 36.2 | 45.7' (3.2 PROMPT STRATEGY)
D0296,2024,iclr,textdavinci002,7 CASE STUDY: COMPLEX QUESTION ANSWERING,1,Evaluation,"reported in evaluation: '(2022) reports 48% for text-davinci-002 , close to our results using' (7 CASE STUDY: COMPLEX QUESTION ANSWERING)"
D0297,2024,iclr,textmoderationlatest,4 USE CASES,2,Evaluation,reported in evaluation: 'The text-moderation-latest (006) is the latest OpenAI moderation' (4 USE CASES)
D0298,2024,icml,claude12,Chain-of-thought:,1,Methods,'palm2 for text textbison002 claude12 and llama2 applying cot and sb' (Chain-of-thought:)
D0299,2024,icml,claude12,3.1. LLM prompting | B.1. Further LLMs | B.2. Further task formats,3,Methods and Evaluation,appears in pipeline and results: 'We used Claude-1.2 as the reference LLM for all' (3.1. LLM prompting)
D0300,2024,icml,claude20,B.2 Additional Baselines | E.1 Simulated Evaluation,2,Methods and Evaluation,appears in pipeline and results: 'references to Claude or Claude 2 use version claude-2.0' (B.2 Additional Baselines)
D0301,2024,icml,claude21,2.3. Measuring Debater and Judge Performance | 3. Results with Language Model Judges | B.5. Human Judge Iteration | Algorithm 2 Swiss Tournament Logic,9,Methods and Evaluation,baseline plus pipeline use: 'Claude2.1 is the zero reference for ratings' (2.3. Measuring Debater and Judge Performance)
D0302,2024,icml,claude21,1. Introduction | 3. Benchmarking Agents in Negotiation Games | 3.1. Negotiation Results | 3.2. Insights From the Experiments,9,Methods and Evaluation,"used in approach and evaluated: 'different LLMs (GPT-4, GPT-3.5, Claude2.1 , Claude-2) for their behavior in' (1. Introduction)"
D0303,2024,icml,claude21,4. Partial information results in optimism bias | B.1. Further LLMs,2,Methods and Evaluation,"appears in pipeline and results: 'on seven LLMs, including Claude-2.1 , Claude-3 Haiku, GPT-4, Llama-2-7B, Llama-2-7B-Chat' (4. Partial information results..."
D0304,2024,icml,claude21,Abstract | 1. Introduction | 4.1. Experiment Setup,3,Methods and Evaluation,"appears in pipeline and results: 'GPT-4 , GPT-4-turbo and Claude-2.1' (Abstract)"
